File;albensis;apis;baretiae;baumannii;baylyi;beijerinckii;bereziniae;bohemicus;boissieri;bouvetii;brisouii;calcoaceticus;celticus;chengduensis;chinensis;colistiniresistens;courvalinii;cumulans;defluvii;dispersus;equi;gandensis;gerneri;gs06;gs16;guerrae;guillouiae;gyllenbergii;haemolyticus;halotolerans;harbinensis;idrijaensis;indicus;johnsonii;junii;kanungonis;kookii;kyonggiensis;lactucae;lanii;larvae;lwoffii;marinus;modestus;nectaris;nosocomialis;oleivorans;parvus;piscicola;pittii;pollinis;populi;portensis;pragensis;proteolyticus;pseudolwoffii;pullicarnis;puyangensis;qingfengensis;radioresistens;rathckeae;rongchengensis;rudis;schindleri;seifertii;seohaensis;shaoyimingii;sichuanensis;soli;stercoris;tandoii;terrae;terrestris;tianfuensis;tjernbergiae;towneri;ursingii;variabilis;venetianus;vivianii;wanghuae;wuhouensis;echte Spezies;predicted;x;max score;comment
GCF_001612365;0;0;0;0.48;0.01;0.01;0.01;0.01;0;0.01;0;0.05;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0;0.01;0.09;0.01;0;0.01;0;0.01;0;0.15;0.07;0.01;0;0.08;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0;0;0.01;0;0.01;0.1;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.48;
GCF_001612395;0;0;0;0.44;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0;0.01;0;0.08;0.04;0.01;0.01;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.44;
GCF_001415585;0;0;0;0.05;0.01;0.01;0.01;0.01;0;0;0;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.16;0.01;0;0.01;0;0.01;0.01;0.07;0.11;0.01;0.01;0.26;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0.01;pittii;sp.;FALSCH;0.26;
GCF_001612435;0.01;0;0;0.35;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0;0.01;0;0.09;0.08;0.01;0.01;0.08;0;0;0.01;0.01;0.01;0;0;0;0;0.01;0;0.01;0.01;0.01;0.1;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.35;
GCF_001416065;0.01;0;0;0.08;0.01;0.01;0.01;0.01;0;0;0;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.16;0.01;0;0.01;0;0.02;0;0.07;0.11;0.01;0.01;0.26;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;pittii;sp.;FALSCH;0.26;
GCF_001612555;0.01;0.01;0;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;sp.;sp.;WAHR;0.02;
GCF_001416115;0;0;0;0.26;0.01;0.01;0.02;0.01;0;0.01;0.01;0.05;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0;0.01;0;0.11;0.06;0.01;0.01;0.07;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.02;0.11;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.03;0.02;0.01;0.01;0.01;baumannii;sp.;FALSCH;0.26;
GCF_001617825;0.01;0;0;0.42;0.01;0.01;0.01;0.01;0;0.01;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0.01;0.13;0.07;0.01;0.01;0.09;0;0;0;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.1;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.42;
GCF_001617835;0;0;0;0.44;0.01;0.01;0.01;0.01;0;0;0.01;0.04;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0;0.06;0;0;0.01;0;0.01;0;0.1;0.08;0.01;0.01;0.09;0;0;0;0;0.01;0;0.01;0;0;0.01;0;0.01;0.01;0.01;0.11;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.44;
GCF_001617885;0.01;0;0;0.44;0.01;0.01;0.01;0.01;0;0.01;0.01;0.07;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0;0.06;0;0.01;0.01;0;0.01;0;0.12;0.09;0.01;0.01;0.11;0;0;0;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.12;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.44;
GCF_001617895;0;0;0;0.45;0.01;0.01;0.01;0.01;0;0.01;0.01;0.05;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0.01;0.01;0;0;0.01;0.09;0.01;0.01;0.01;0;0.01;0;0.1;0.06;0.01;0;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.45;
GCF_001617915;0;0;0;0.44;0.01;0.01;0.01;0;0;0.01;0;0.05;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0;0.01;0.07;0;0.01;0.01;0;0.01;0;0.1;0.06;0;0;0.1;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.44;
GCF_001617945;0.01;0;0;0.36;0;0.01;0.01;0.01;0;0;0;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0.01;0.01;0.01;0;0.01;0.01;0.1;0.01;0;0.01;0;0.01;0.01;0.12;0.08;0.01;0.01;0.1;0;0.01;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.09;0.01;0;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.36;
GCF_001618125;0;0;0;0.43;0.01;0.01;0.01;0.01;0;0.01;0;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.02;0.01;0;0.01;0.07;0.01;0;0.01;0;0.01;0;0.07;0.01;0.01;0;0.05;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.43;
GCF_001624975;0.01;0;0;0.42;0.01;0.01;0.01;0.01;0;0;0.01;0.04;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0.01;0.01;0.01;0.01;0.07;0;0;0.01;0;0.01;0;0.12;0.09;0.01;0.01;0.07;0;0;0.01;0.01;0.01;0;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.11;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.42;
GCF_001432265;0;0;0;0.26;0.01;0.01;0.01;0.01;0;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.05;0.01;0;0.01;0;0.01;0;0.12;0.05;0.01;0.01;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;baumannii;sp.;FALSCH;0.26;
GCF_001636235;0.01;0;0;0.31;0.01;0.02;0.01;0.01;0;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0;0.01;0.01;0.07;0.01;0.01;0.01;0.06;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.02;baumannii;baumannii;WAHR;0.31;
GCF_001640065;0;0;0;0.5;0;0.01;0.01;0.01;0;0;0;0.05;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0;0;0.01;0.06;0;0;0.01;0;0.01;0;0.1;0.06;0.01;0;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.08;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.5;
GCF_001640075;0;0;0;0.51;0.01;0.01;0.01;0.01;0;0;0;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.13;0.07;0.01;0.01;0.07;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.51;
GCF_001647535;0.01;0;0;0.01;0.01;0.01;0.01;0;0;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.02;0.01;0;0.01;0;0.09;0;0.01;0;0;0.01;0.01;0.01;0;0;0;0.01;0.01;0.01;0.07;0.01;0;0;0.01;0;0.01;0;0.02;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.04;0;0.01;0.02;0.01;sp.;sp.;WAHR;0.09;
GCF_001647545;0.02;0.01;0;0.01;0.01;0.01;0.01;0.04;0;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0;0.01;0;0;0;0;0.01;0;0.01;0.01;0;0;0.01;0.01;0.01;0.02;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.08;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;sp.;sp.;WAHR;0.08;
GCF_001647575;0.01;0;0;0;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0;0.01;0.01;0;0;0;0.01;0.07;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0;0.09;0;0;0;0.01;0.01;0.01;0;0.01;0;0;0.01;0.01;0.01;0.05;0;0;0;0.01;0;0.01;0.01;0.03;0.01;0.01;0.01;0.01;0.01;0;0.01;0.02;0.02;0.01;0.01;0.01;0;0.04;0.01;0.01;0.01;0.01;sp.;sp.;WAHR;0.09;
GCF_001647595;0.02;0.01;0;0.01;0.01;0.01;0.01;0.06;0;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.03;0.03;0.01;0.01;0.01;0.02;0;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0;0;0.02;0.01;0.01;0.02;0.01;0.01;0;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.02;1;0.09;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;terrae;terrae;WAHR;1;
GCF_001647595;0.02;0.01;0;0.01;0.01;0.01;0.01;0.06;0;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.03;0.03;0.01;0.01;0.01;0.02;0;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0;0;0.02;0.01;0.01;0.02;0.01;0.01;0;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.02;1;0.09;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;terrae;terrae;WAHR;1;
GCF_001647675;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.02;0.01;0.01;0.02;0.02;0.02;0.01;0.01;0.02;0.02;0.01;0.02;0.03;0.02;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.03;0.03;0.02;0.01;0.02;0.02;0.01;0.02;0.01;0.03;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0;0.01;0.02;0.01;0.02;0.05;0.02;0;0.01;0.01;0;0.02;0.01;0.03;0.02;0.03;0.01;0.02;0.01;0.01;0.02;0.02;0.02;0.02;0.01;0.03;0.02;0.05;0.02;0.01;0.06;0.02;sp.;sp.;WAHR;0.06;
GCF_001432525;0;0;0;0.26;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.13;0.06;0.01;0.01;0.09;0;0;0.01;0;0.01;0.01;0;0;0;0.01;0;0.01;0.01;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;sp.;FALSCH;0.26;
GCF_001432715;0;0;0;0.06;0.01;0.01;0.01;0.01;0;0;0;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.17;0.01;0;0.01;0;0.01;0;0.07;0.12;0.01;0;0.26;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.08;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;pittii;sp.;FALSCH;0.26;
GCF_001649615;0;0;0;0.3;0.01;0.01;0.01;0.01;0;0;0;0.06;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0;0.01;0;0.01;0;0.1;0.05;0.01;0.01;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.3;
GCF_001649625;0;0;0;0.32;0.01;0.01;0.01;0.01;0;0;0.01;0.06;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0;0.01;0;0.01;0;0.12;0.06;0.01;0.01;0.09;0;0;0;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.32;
GCF_001649675;0.01;0;0;0.33;0.01;0.01;0.01;0.01;0;0;0.01;0.06;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.1;0.04;0.01;0.01;0.07;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.06;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.33;
GCF_001649705;0;0;0;0.3;0.01;0.01;0.01;0.01;0;0;0;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0;0;0.01;0;0.01;0;0.1;0.04;0.01;0;0.06;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.05;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.3;
GCF_001649765;0;0;0;0.32;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0;0.01;0.01;0;0.01;0;0.1;0.04;0.01;0.01;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.32;
GCF_001649795;0;0;0;0.3;0.01;0.01;0.01;0.01;0;0;0;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0.01;0.07;0.01;0;0.01;0;0.01;0.01;0.1;0.04;0.01;0.01;0.07;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.3;
GCF_001649805;0;0;0;0.31;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0;0.06;0;0.01;0.01;0;0.01;0;0.09;0.03;0.01;0.01;0.06;0;0;0.01;0;0.01;0.01;0;0;0;0.01;0;0.01;0.01;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.31;
GCF_001649815;0;0;0;0.31;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0;0;0.01;0;0.01;0;0.11;0.04;0.01;0.01;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.31;
GCF_001432825;0;0;0;0.26;0.01;0.01;0.01;0.01;0;0;0;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0;0;0;0.01;0.01;0.01;0;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.11;0.06;0.01;0;0.09;0;0;0.01;0;0.01;0.01;0;0;0;0;0;0.01;0;0.01;0.1;0;0.01;0;0.01;0;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;sp.;FALSCH;0.26;
GCF_001649875;0;0;0;0.32;0.01;0.01;0.01;0.01;0;0.01;0;0.05;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0;0.01;0.01;0.06;0;0;0.01;0;0.01;0;0.08;0.04;0.01;0.01;0.07;0;0;0.01;0.01;0.01;0;0.01;0;0;0.01;0;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.32;
GCF_001649895;0;0;0;0.32;0.01;0.01;0.01;0.01;0;0.01;0;0.06;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0;0;0.01;0;0.01;0;0.09;0.03;0.01;0;0.07;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.04;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.32;
GCF_001441415;0;0;0;0.26;0.01;0.01;0.01;0.01;0;0;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.08;0.01;0;0.01;0;0.01;0;0.11;0.05;0.01;0.01;0.07;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;baumannii;sp.;FALSCH;0.26;
GCF_001649975;0.01;0;0;0.31;0.01;0.01;0.01;0.01;0;0;0.01;0.06;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0;0;0.01;0;0.01;0;0.11;0.04;0.01;0;0.07;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.31;
GCF_001657725;0;0;0;0.32;0.01;0.01;0.01;0;0;0.01;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0;0.01;0;0.01;0;0.07;0.06;0.01;0.01;0.07;0;0;0;0.01;0.01;0.01;0;0;0;0.01;0;0.01;0.01;0;0.08;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.32;
GCF_001661665;0.01;0;0;0.48;0.01;0.01;0.01;0.01;0;0;0.01;0.06;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0;0.07;0;0.01;0.01;0;0.01;0;0.13;0.09;0.01;0.01;0.11;0;0;0;0.01;0.01;0;0.01;0;0;0.01;0;0.01;0.01;0.01;0.12;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.48;
